config_name,dataset,category,prompt_idx,wall_s,out_tokens,tok_per_s
qwen_ngram,mt_bench,writing,3,4.3142,512,118.68
qwen_ngram,mt_bench,writing,4,2.9458,512,173.81
qwen_ngram,mt_bench,writing,5,2.2549,512,227.07
qwen_ngram,mt_bench,writing,6,6.4041,512,79.95
qwen_ngram,mt_bench,writing,7,2.2171,512,230.93
qwen_ngram,mt_bench,writing,8,6.0753,512,84.28
qwen_ngram,mt_bench,writing,9,6.1118,512,83.77
qwen_ngram,mt_bench,roleplay,10,1.1990,512,427.03
qwen_ngram,mt_bench,roleplay,11,4.2008,512,121.88
qwen_ngram,mt_bench,roleplay,12,6.1792,512,82.86
qwen_ngram,mt_bench,roleplay,13,6.3596,512,80.51
qwen_ngram,mt_bench,roleplay,14,1.8534,512,276.24
qwen_ngram,mt_bench,roleplay,15,6.4309,512,79.62
qwen_ngram,mt_bench,roleplay,16,6.3354,512,80.82
qwen_ngram,mt_bench,roleplay,17,6.3059,512,81.19
qwen_ngram,mt_bench,roleplay,18,2.2401,512,228.56
qwen_ngram,mt_bench,roleplay,19,2.7423,512,186.70
qwen_ngram,mt_bench,reasoning,20,4.6165,512,110.91
qwen_ngram,mt_bench,reasoning,21,2.0761,512,246.61
qwen_ngram,mt_bench,reasoning,22,1.1412,512,448.66
qwen_ngram,mt_bench,reasoning,23,5.0206,512,101.98
qwen_ngram,mt_bench,reasoning,24,4.6229,512,110.75
qwen_ngram,mt_bench,reasoning,25,4.6837,512,109.32
qwen_ngram,mt_bench,reasoning,26,2.8741,512,178.14
qwen_ngram,mt_bench,reasoning,27,2.5408,512,201.51
qwen_ngram,mt_bench,reasoning,28,5.0796,512,100.80
qwen_ngram,mt_bench,reasoning,29,4.9814,512,102.78
qwen_ngram,mt_bench,math,30,5.0304,512,101.78
qwen_ngram,mt_bench,math,31,3.0024,512,170.53
qwen_ngram,mt_bench,math,32,4.9641,512,103.14
qwen_ngram,mt_bench,math,33,4.2597,512,120.19
qwen_ngram,mt_bench,math,34,4.3709,512,117.14
qwen_ngram,mt_bench,math,35,4.5656,512,112.14
qwen_ngram,mt_bench,math,36,5.2889,512,96.81
qwen_ngram,mt_bench,math,37,5.2943,512,96.71
qwen_ngram,mt_bench,math,38,2.6900,512,190.33
qwen_ngram,mt_bench,math,39,5.0664,512,101.06
qwen_ngram,mt_bench,coding,40,2.6265,512,194.93
qwen_ngram,mt_bench,coding,41,2.2403,512,228.55
qwen_ngram,mt_bench,coding,42,4.2636,512,120.09
qwen_ngram,mt_bench,coding,43,6.0062,512,85.25
qwen_ngram,mt_bench,coding,44,2.5417,512,201.44
qwen_ngram,mt_bench,coding,45,2.5574,512,200.20
qwen_ngram,mt_bench,coding,46,3.0474,512,168.01
qwen_ngram,mt_bench,coding,47,4.9456,512,103.53
qwen_ngram,mt_bench,coding,48,2.2615,512,226.40
qwen_ngram,mt_bench,coding,49,5.2486,512,97.55
qwen_ngram,mt_bench,extraction,50,3.6472,382,104.74
qwen_ngram,mt_bench,extraction,51,3.8036,512,134.61
qwen_ngram,mt_bench,extraction,52,5.4530,512,93.89
qwen_ngram,mt_bench,extraction,53,4.5660,512,112.13
qwen_ngram,mt_bench,extraction,54,5.7899,512,88.43
qwen_ngram,mt_bench,extraction,55,4.5332,512,112.94
qwen_ngram,mt_bench,extraction,56,4.8341,512,105.91
qwen_ngram,mt_bench,extraction,57,5.0776,512,100.83
qwen_ngram,mt_bench,extraction,58,4.3113,512,118.76
qwen_ngram,mt_bench,extraction,59,3.1599,512,162.03
qwen_ngram,mt_bench,stem,60,5.5692,512,91.93
qwen_ngram,mt_bench,stem,61,5.0421,512,101.54
qwen_ngram,mt_bench,stem,62,5.5167,512,92.81
qwen_ngram,mt_bench,stem,63,2.7315,512,187.44
qwen_ngram,mt_bench,stem,64,4.8981,512,104.53
qwen_ngram,mt_bench,stem,65,4.2574,512,120.26
qwen_ngram,mt_bench,stem,66,5.7403,512,89.19
qwen_ngram,mt_bench,stem,67,4.2793,512,119.65
qwen_ngram,mt_bench,stem,68,5.4434,512,94.06
qwen_ngram,mt_bench,stem,69,1.8712,512,273.62
qwen_ngram,mt_bench,humanities,70,4.5295,512,113.04
qwen_ngram,mt_bench,humanities,71,5.3510,512,95.68
qwen_ngram,mt_bench,humanities,72,5.8452,512,87.59
qwen_ngram,mt_bench,humanities,73,5.3969,512,94.87
qwen_ngram,mt_bench,humanities,74,5.6399,512,90.78
qwen_ngram,mt_bench,humanities,75,5.2932,512,96.73
qwen_ngram,mt_bench,humanities,76,5.1304,512,99.80
qwen_ngram,mt_bench,humanities,77,5.6385,512,90.80
qwen_ngram,mt_bench,humanities,78,5.4101,512,94.64
qwen_ngram,mt_bench,humanities,79,4.8233,512,106.15
